intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4767000,0.018991350907736376,0.3810246982655263,0.018991350907736376,0.013566842429182123,1.368785399622404,1.0,0.9406195338724225,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-protozoa-k51.zip,"GCA_000743755.1 Blastocystis sp. subtype 4 strain=WR1, ASM74375v1",5b7c7851b09ae300a83cf29f75385977,0.3810246982655263,4767000,0,194434000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9252225163952128,0.981258416141322,0.9532404662682674,0.981258416141322,False,6525,6525,480952,Eukaryota;;Bigyra;Opalinata;Blastocystidae;Blastocystis;Blastocystis sp. subtype 4
4086000,0.01627830077805975,0.7419647721082259,0.01627830077805975,0.036581613133950995,4.305922662750857,4.0,3.1473674472732007,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_021153065.1 Bacteroides uniformis, ASM2115306v1",36e7587620d4e56ab3ccc724fb62957d,0.7419647721082259,4086000,1,190348000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9224301957596667,0.9941650600888232,0.958297627924245,0.9941650600888232,False,17594,24119,480952,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
3898000,0.015529323649749611,0.5735142309393895,0.01549346836169221,0.028982102164041318,3.584211879660581,2.0,4.483697236955194,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_020553045.1 bacterium MSK18_59 strain=MSK.18.59, NA",3f6b04c4ee4d8531caaca89c1978a1a6,0.57484146880991,3889000,2,186459000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9215786452771575,0.9892026170671039,0.9553906311721307,0.9892026170671039,False,13939,38058,480952,Bacteria;;;;;;bacterium MSK18_59
2642000,0.010525519005294632,0.4712581344902386,0.010386081773960297,0.009121492373459305,1.682777138473341,1.0,1.177831398065883,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_013368705.1 Bacteroides vulgatus strain=B33, ASM1336870v1",a611c8c1b2d96dd838a234030913d1c9,0.47758496023138103,2607000,3,183852000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9145773911290219,0.9856140263211406,0.9500957087250812,0.9856140263211406,False,4387,42445,480952,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus
2603000,0.010370146090379229,0.4688195991091314,0.010063384181443693,0.008009115254744755,1.5249406175771971,1.0,0.9836205562566652,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_009677035.1 Parabacteroides distasonis strain=BIOML-A9, ASM967703v1",ced6b72a93bbedcc1e9cfdde94321c61,0.48311061618411283,2526000,4,181326000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9143107395984843,0.9858363667886737,0.950073553193579,0.9858363667886737,False,3852,46297,480952,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
2506000,0.00998370576353836,0.5904761904761905,0.009386117629248354,0.009375155940717576,1.91383701188455,2.0,1.1320888549368489,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_018785995.1 Phocaeicola massiliensis strain=MCC136, ASM1878599v1",c4b7692e46778555e9d316673d3ebe11,0.6280701754385964,2356000,5,178970000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9136301583533479,0.9909217840947713,0.9522759712240596,0.9909217840947713,False,4509,50806,480952,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis
2317000,0.009230744714332953,0.44653208075154904,0.008900079280025815,0.0066908963888288224,1.440465532676813,1.0,0.904228085962858,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_020091545.1 Bacteroides caccae strain=BFG-100, ASM2009154v1",fcca568887076492707037ecbc92f91a,0.46312212672396563,2234000,6,176736000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9122264935402351,0.985019913449089,0.948623203494662,0.985019913449089,False,3218,54024,480952,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
2228000,0.008876175754654216,0.46746724890829694,0.008529574636766013,0.007670204095211164,1.7230266230733302,1.0,1.0083154471000493,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015547975.1 Parabacteroides merdae strain=D54t1_190329_G1, ASM1554797v1",ea422400436095a174e236db6fa9cac2,0.48646288209606986,2141000,7,174595000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9115261560471573,0.9859700428227716,0.9487480994349644,0.9859700428227716,False,3689,57713,480952,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae
1810000,0.0072108968204327335,0.8640497845859263,0.0071909772159564,0.013065752923368652,3.4814404432132964,3.0,2.7878474161944506,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_928721725.1 uncultured Clostridia bacterium, min17_bin51",49e595eccb3de7a67cfd465301acd380,0.8664432742939205,1805000,8,172790000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.907820090853825,0.9971929933586169,0.9525065421062209,0.9971929933586169,False,6284,63997,480952,Bacteria;Firmicutes;Clostridia;;;;uncultured Clostridia bacterium
1779000,0.007087395272679466,0.5390357698289269,0.006904134911497197,0.009264957833629968,2.571263704558569,2.0,2.437262297876045,/tmp/nxf.XXXXyDMX0D/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003478335.1 Clostridium sp. AM49-4BH strain=AM49-4BH, ASM347833v1",ff16223bcd34764bb61b5921e04eda49,0.5533437013996889,1733000,9,171057000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.907512633353097,0.9884636104172819,0.9479881218851894,0.9884636104172819,False,4456,68453,480952,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475
1680000,0.006692987104048062,0.6554818571985954,0.006692987104048062,0.007616144646451205,2.180357142857143,2.0,1.2654642912579475,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_000434415.1 Eubacterium eligens CAG:72, MGS72",265e0fcfd524b9058e010400ac224ebc,0.6554818571985954,1680000,10,169377000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9064943421512534,0.9917521496691829,0.9491232459102181,0.9917521496691829,False,3663,72116,480952,Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium eligens CAG:72
1724000,0.006868279623439797,0.5080376099484379,0.006673067499571728,0.007730501172674196,2.2197014925373133,1.0,3.5937881606640527,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015560155.1 Coprococcus comes strain=D54t1_190329_E4, ASM1556015v1",298c84e3e1854883521fa8e796325ae2,0.5228996057021534,1675000,11,167702000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9069539869123245,0.9873674147729079,0.9471607008426162,0.9873674147729079,False,3718,75834,480952,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus comes
1625000,0.006473871454808393,0.6174012158054711,0.006473871454808393,0.009090304229943945,2.6904615384615385,2.0,1.5153171090000939,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_021770645.1 Akkermansia muciniphila, ASM2177064v1",ed5b1905e8a598bd4a3b259100b2d146,0.6174012158054711,1625000,12,166077000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9059028969373144,0.9905889520075435,0.948245924472429,0.9905889520075435,False,4372,80206,480952,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila
1621000,0.0064579357712273265,0.2567696718700223,0.006422080483169926,0.004056537866564647,1.2102977667493797,1.0,0.531693451363942,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003439895.1 Parabacteroides gordonii strain=OM02-37, OM02-37",8da3d95a49ba609dd7492df6bdc11f8b,0.2582032494424976,1612000,13,164465000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9058591202726066,0.9738001504854145,0.9398296353790105,0.9738001504854145,False,1951,82157,480952,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides gordonii
1604000,0.006390209116007793,0.600224803297115,0.0063822412742172594,0.008953076398476355,2.6878901373283397,2.0,1.5217821433439003,/tmp/nxf.XXXXyDMX0D/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900542845.1 uncultured Lachnospiraceae bacterium, UMGS496",d898ca0059fa7c3ac683aadeaf6f7ebd,0.6009741476208318,1602000,14,162863000,ERR479483_2.fastq.gz,ERR479483,24518cf7,251009000,51,DNA,1000,251009,True,0.9056718801926922,0.990065298817624,0.9478685895051581,0.990065298817624,False,4306,86463,480952,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;;uncultured Lachnospiraceae bacterium
