intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
1704000,0.0658499826100398,0.32902104653407993,0.0658499826100398,0.07666917219516978,1.3767605633802817,1.0,1.0801559720201348,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015668775.1 Bacteroides uniformis strain=1001217B_150727_B7, ASM1566877v1",a10093d2c9bc6a50d16a71d3e32b4838,0.32902104653407993,1704000,0,20558000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.948056946735806,0.9784390958424064,0.9632480212891061,0.9784390958424064,False,2346,2346,30599,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
1102000,0.04258608030297175,0.2956008583690987,0.04258608030297175,0.04859635935814896,1.3493647912885662,1.0,0.6616912797414943,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_017851355.1 Fusicatenibacter saccharivorans, ASM1785135v1",63b5d58192ecfbd229c153979a4d130b,0.2956008583690987,1102000,1,19456000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.9399892685248782,0.9763863070918467,0.9581877878083624,0.9763863070918467,False,1487,3833,30599,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans
791000,0.03056768558951965,0.12371862849063273,0.027051049194265177,0.027353835092650085,1.1957142857142857,1.0,1.2604914817285375,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003468905.1 Bacteroides vulgatus strain=AM30-40, ASM346890v1",f097e61004ad5d6ab805b0b4691d0bbc,0.139802050194415,700000,2,18756000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.933897614011068,0.9621557143767479,0.9480266641939079,0.9621557143767479,False,837,4670,30599,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus
735000,0.028403601653978438,0.09009265858873841,0.024423232986822276,0.022288310075492663,1.0791139240506329,1.0,0.28139656180556694,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_008566075.1 Bacteroides ovatus strain=BIOML-A161, ASM856607v1",7cd5015ca45debe47aee6f25a0a77fc1,0.10477548111190306,632000,3,18124000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.9325539983894535,0.9567300284305641,0.9446420134100089,0.9567300284305641,False,682,5352,30599,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus
621000,0.023998145070912393,0.207,0.023998145070912393,0.02692898460734011,1.326892109500805,1.0,1.2162618622262964,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_018379555.1 Oscillospiraceae bacterium, ASM1837955v1",d66cc47009af7049127fb651a0526c55,0.207,621000,4,17503000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.9294772789695057,0.9695889420850367,0.9495331105272712,0.9695889420850367,False,824,6176,30599,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;;Oscillospiraceae bacterium
590000,0.022800170035166364,0.17242415139681586,0.022181860339297445,0.027615281545148536,1.4721254355400697,1.0,0.8296067736585035,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003434015.1 Faecalibacterium prausnitzii strain=AF29-11BH, ASM343401v1",4026f05060ac4eca567d07c616dec141,0.1772303995193752,574000,5,16929000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.928544469338349,0.9666415419008628,0.9475930056196059,0.9666415419008628,False,845,7021,30599,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii
570000,0.022027282915330217,0.15061936936936937,0.020674730455616956,0.020098696035818164,1.1495327102803738,1.0,0.4367196820681871,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_928721705.1 Bacteroides stercoris, min17_bin07",b2b347aba3467d476ea6a62da332ce49,0.16047297297297297,535000,6,16394000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.9279168002425393,0.9647607913282547,0.946338795785397,0.9647607913282547,False,615,7636,30599,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris
538000,0.02079066352359238,0.1652839821314614,0.02001777640375623,0.02101375861956273,1.2413127413127414,1.0,0.567518317932567,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_020687575.1 Roseburia sp. CLA-AA-H209 strain=CLA-AA-H209, ASM2068757v1",ed245b703db0c866fd32090ce9e7056a,0.17166560306317805,518000,7,15876000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.9268661603531702,0.9660370651934166,0.9464516127732934,0.9660370651934166,False,643,8279,30599,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia sp. CLA-AA-H209
450000,0.01738996019631333,0.16082916368834882,0.01738996019631333,0.016699892153338343,1.1355555555555557,1.0,0.3792715565135974,/tmp/nxf.XXXXV65LDi/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_905209905.1 uncultured Ruminococcaceae bacterium, ERR260244-mag-bin.20",cf934cb1a02146ee1497ff9ec86553f7,0.16082916368834882,450000,8,15426000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.9236257893925143,0.9648027341904908,0.9442142617915026,0.9648027341904908,False,511,8790,30599,Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;;uncultured Oscillospiraceae bacterium
444000,0.017158094060362485,0.12711352657004832,0.016269273872550914,0.01578482956959378,1.147268408551069,1.0,0.4489876675161054,/tmp/nxf.XXXXV65LDi/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001406815.1 Roseburia faecis strain=M72, M72",a0f3a6070b93943510064cfd96143d45,0.13405797101449277,421000,9,15005000,ERR480971.fastq.gz,ERR480971,f5256aa7,25877000,51,DNA,1000,25877,True,0.9233827263266612,0.9613645221021903,0.9423736242144257,0.9613645221021903,False,483,9273,30599,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
