intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
5257000,0.02220954795099282,0.14332842575931076,0.02220954795099282,0.02466890597593969,2.613848202396804,2.0,3.561095124802942,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-protozoa-k51.zip,"GCA_002893375.1 Cyclospora cayetanensis strain=CDC:HCVA02:15, ASM289337v1",f1e29b0b106063a5c1fb67e891611659,0.14332842575931076,5257000,0,194389000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.928066743092089,0.9626257985793377,0.9453462708357134,0.9626257985793377,False,13741,13741,557017,Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Cyclospora;Cyclospora cayetanensis
4250000,0.017955217574989437,0.7765877489665539,0.01746092099704267,0.07175723541651333,9.670941204935882,9.0,9.223289723397539,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015547315.1 Phocaeicola vulgatus strain=BSD2780120874_150323_H11, ASM1554731v1",0ebc928d5824faa0cc85ecef615b0016,0.7985719654265314,4133000,1,190256000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9242052783615815,0.9955993156385489,0.9599022970000652,0.9955993156385489,False,39970,53711,557017,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus
3776000,0.015952682720743558,0.7077131258457375,0.015466835656949725,0.015292172411254953,2.3266866976236003,2.0,5.400114385407285,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_000157035.2 Parabacteroides sp. 2_1_7 strain=2_1_7, Bacteroides_sp_2_1_7_V2",eff01ba4c9c4f5dbbfe7b9d85e7a2ee6,0.7299439396868355,3661000,2,186595000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9220648054716434,0.9938467047824472,0.9579557551270452,0.9938467047824472,False,8518,62229,557017,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. 2_1_7
3488000,0.014735952682720743,0.7588475499092558,0.014131812420785804,0.019236396734749566,3.203288490284006,3.0,2.99455229473812,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003467285.1 Bacteroides eggerthii strain=AM42-16, ASM346728v1",16e2996bb4e6c6955d49970871fda32b,0.7912885662431942,3345000,3,183250000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9206315359111082,0.9954204678718953,0.9580260018915018,0.9954204678718953,False,10715,72944,557017,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii
3046000,0.012868610054921842,0.6416684221613651,0.012868610054921842,0.00987582066615561,1.8059750492449114,1.0,1.6904516576921114,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_002109445.1 Escherichia coli strain=FAM21843, ASM210944v1",1024bb5f6ffcf1a7eece11c31f632ba4,0.6416684221613651,3046000,4,180204000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9181888042120784,0.9913380545606586,0.9547634293863685,0.9913380545606586,False,5501,78445,557017,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli
3189000,0.01347275031685678,0.6388140161725068,0.012015209125475285,0.01567995231743376,3.071026722925457,3.0,2.0856866541400114,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015557855.1 Phocaeicola massiliensis strain=1001275B_160808_C5, ASM1555785v1",49948aaa68cedc02ebf469142236a867,0.7163072776280324,2844000,5,177360000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9190151520825743,0.9934792734903376,0.956247212786456,0.9934792734903376,False,8734,87179,557017,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis
2695000,0.011385720321081538,0.6525012141816415,0.011351922264469794,0.014618943407472303,3.0305173055452177,2.0,3.41135266055455,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003480345.1 Clostridium sp. AM32-2 strain=AM32-2, ASM348034v1",5294e1ecb86935bc8077bf5111abcea4,0.6544439048081593,2687000,6,174673000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.915987235674724,0.9917213329029828,0.9538542842888533,0.9917213329029828,False,8143,95322,557017,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. AM32-2
2485000,0.010498521335023237,0.6348752598752598,0.010321081537811576,0.013590249489692416,3.0986492018010643,2.0,3.526127584746115,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_001405535.1 Roseburia inulinivorans strain=2789STDY5608887, 13414_6#71",a17f2fc12e0f75a63eed97ef564bbbfc,0.6457900207900208,2443000,7,172230000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9145313358209133,0.9914625182929151,0.9529969270569142,0.9914625182929151,False,7570,102892,557017,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia inulinivorans
2462000,0.01040135192226447,0.5394470667565745,0.010139416983523447,0.010392860541060686,2.4120833333333334,2.0,2.264347733834674,/tmp/nxf.XXXXghgZcD/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900537995.1 Roseburia intestinalis L1-82 strain=L1-82, Roseburia intestinalis strain L1-82",a0a31bbf8562bc7e5e4b2fd755c9aae9,0.5533827826477861,2400000,8,169830000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9143646080766906,0.9884649792454331,0.9514147936610619,0.9884649792454331,False,5789,108681,557017,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis
2319000,0.00979721166032953,0.544436328220112,0.009446556822982679,0.04841862995204814,12.061717352415027,13.0,7.697939081506104,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_900625065.1 Prevotella marseillensis strain=Marseille-P8229, PRJEB29221",e3cd8f9b425433d404b3efe35b728bfd,0.5646457268078889,2236000,9,167594000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9132924191268478,0.9888555688159384,0.951073993971393,0.9888555688159384,False,26970,135651,557017,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marseillensis
2560000,0.010815378115758344,0.31148243359040273,0.009214195183776933,0.005577926706007178,1.4245758826226502,1.0,1.1686809230122082,/tmp/nxf.XXXXghgZcD/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_009093695.1 Bacteroides xylanisolvens strain=BIOML-A74, ASM909369v1",4aa19d472fb6f990ef311a62e42e0473,0.3656098257640674,2181000,10,165413000,ERR479512_2.fastq.gz,ERR479512,63b94da3,236700000,51,DNA,1000,236700,True,0.9150646917284191,0.9804641592771859,0.9477644255028025,0.9804641592771859,False,3107,138758,557017,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens
