intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4645000,0.04272050032189828,0.7666281564614623,0.04272050032189828,0.09015312406899904,11.140150699677072,10.0,8.135263402859776,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_019733725.1 Bacteroides xylanisolvens strain=K29, ASM1973372v1",81e50a3a8663b257beba25590e37b21b,0.7666281564614623,4645000,0,87398000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9400473553862452,0.9948027019975089,0.9674250286918771,0.9948027019975089,False,51746,51746,573979,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens
4357000,0.0400717373310034,0.8229166666666666,0.03996137220638278,0.12805869204274023,16.91668584579977,15.0,31.48582101938813,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_015550745.1 Phocaeicola vulgatus strain=BSD2780061689_150309_E5, ASM1555074v1",dba42bae2a1fcd48a162a8622da73580,0.825189393939394,4345000,1,83053000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9388682876181772,0.9962395910425595,0.9675539393303684,0.9962395910425595,False,73503,125249,573979,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus
4301000,0.039556700082773844,0.8785610313994594,0.03885772096017658,0.1540404788328493,20.926863905325444,20.0,9.998963271073213,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003603995.1 Bacteroides sp. AF33-23 strain=AF33-23, ASM360399v1",e4724ad275847d4f16c1738caf7fd27b,0.8943647327926804,4225000,2,78828000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.938630173079539,0.9978133430781765,0.9682217580788577,0.9978133430781765,False,88416,213665,573979,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. AF33-23
3590000,0.03301756644900212,0.7910617059891107,0.03207026579600846,0.14954554086473548,24.616002294235734,24.0,9.06112859163622,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003467285.1 Bacteroides eggerthii strain=AM42-16, ASM346728v1",16e2996bb4e6c6955d49970871fda32b,0.8144283121597096,3487000,3,75341000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9353104475448287,0.9959832091814621,0.9656468283631454,0.9959832091814621,False,85836,299501,573979,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii
2375000,0.02184309758116435,0.35024332694292876,0.02184309758116435,0.008806942414269511,2.128421052631579,1.0,4.524824234048265,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_020553045.1 bacterium MSK18_59 strain=MSK.18.59, NA",3f6b04c4ee4d8531caaca89c1978a1a6,0.35024332694292876,2375000,4,72966000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.92776403684708,0.9796390215661201,0.9537015292066,0.9796390215661201,False,5055,304556,573979,Bacteria;;;;;;bacterium MSK18_59
2322000,0.02135565161408995,0.6509859154929577,0.02125448358318771,0.010732099954876399,2.6655127650367807,2.0,1.6912789984297076,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_019412985.1 Clostridiales bacterium, ASM1941298v1",2883ff70f6bf2b8ec0c393db85026d69,0.6540845070422535,2311000,5,70655000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9273535729092351,0.9917106512279015,0.9595321120685683,0.9917106512279015,False,6160,310716,573979,Bacteria;Firmicutes;Clostridia;Eubacteriales;;;Clostridiales bacterium
2142000,0.019700174744780648,0.5099562894609033,0.01931389680860848,0.00796370598924351,2.1766666666666667,1.0,3.515913257141881,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_003480345.1 Clostridium sp. AM32-2 strain=AM32-2, ASM348034v1",5294e1ecb86935bc8077bf5111abcea4,0.5201554152501214,2100000,6,68555000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9258875339288218,0.9872655499488516,0.9565765419388368,0.9872655499488516,False,4571,315287,573979,Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. AM32-2
2076000,0.019093166559367238,0.6200303490136571,0.018789662466660535,0.048834539242724906,13.720019579050415,14.0,16.678701252701185,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_928721905.1 uncultured Gemmiger sp., min17_bin81",52336a337df93c414a679e1dcca5f699,0.6300455235204856,2043000,7,66512000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9253195217930534,0.9909827990049156,0.9581511603989845,0.9909827990049156,False,28030,343317,573979,Bacteria;Firmicutes;Clostridia;Eubacteriales;;Gemmiger;uncultured Gemmiger sp.
1916000,0.01762163156442564,0.48442728442728444,0.01730893037800055,0.006162246353960685,1.8793836344314558,1.0,1.9119318955796303,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_018376205.1 Tannerella sp., ASM1837620v1",2c49170c9c1b2a646c7d8cefa65f66f5,0.4931788931788932,1882000,8,64630000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9238654954814013,0.9862351569264703,0.9550503262039358,0.9862351569264703,False,3537,346854,573979,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella sp.
1963000,0.018053894969189736,0.23274987316083207,0.01687666697323646,0.0062981398274152885,1.9700272479564032,1.0,3.2801401826425285,/tmp/nxf.XXXXGCsvjU/sourmash_database/genbank-2022.03-bacteria-k51.zip,"GCA_001406235.1 [Ruminococcus] torques strain=2789STDY5834918, 14207_7#41",07abe1a26ac4057caf8cd9e3b7c056cd,0.24898528665651953,1835000,9,62795000,ERR479569_2.fastq.gz,ERR479569,ba8f59b8,108730000,51,DNA,1000,108730,True,0.9243046032169616,0.9731062643202688,0.9487054337686152,0.9731062643202688,False,3615,350469,573979,Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;[Ruminococcus] torques
