intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
4343000,0.007793251829879934,0.8549212598425197,0.007793251829879934,0.03626943005181347,19.4833064701819,17.0,17.49624175768483,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",63b92dc09e7b5ffbd878d8e5fce5cfec,0.8549212598425197,4343000,0,228233000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.909203609485365,0.9969312690327486,0.9530674392590568,0.9969312690327486,False,84616,84616,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
3886000,0.006973192864589782,0.6506952588373262,0.006969603985091794,0.005629271353768393,3.381307929969104,2.0,10.10185362658887,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900106755.1 Bacteroides faecis MAJ27 strain=MAJ27, IMG-taxon 2693429916 annotated assembly",29f2cc9d2d6e4b636e9cf811c74231fd,0.6510303233372424,3884000,1,224349000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9072236155075312,0.9916196447947302,0.9494216301511307,0.9916196447947302,False,13133,97749,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis
3568000,0.006402561024409764,0.5245732783990583,0.006397177705162783,0.023190471944942614,15.176157082748949,11.0,65.84374246424352,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000158035.1 Bacteroides cellulosilyticus DSM 14838 strain=DSM 14838, ASM15803v1",a202750eddf2c7f9735c9117362a41a6,0.5250147145379636,3565000,2,220784000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9057061734332726,0.987445570954276,0.9465758721937743,0.987445570954276,False,54103,151852,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus
3382000,0.006068795231096923,0.7325581395348837,0.005991634321890191,0.009793466221800063,6.8427672955974845,6.0,4.36519672487929,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002222615.2 Bacteroides caccae strain=ATCC 43185, ASM222261v2",d7e7663bc3ede65000c2f57952616ae4,0.7419921017990346,3339000,3,217445000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9047558945650808,0.9941657781011674,0.9494608363331241,0.9941657781011674,False,22848,174700,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae
3222000,0.0057816848712579205,0.6687473990844778,0.00576732935326597,0.006474540759816612,4.699751088985687,4.0,5.030314444480777,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012845.1 Parabacteroides distasonis ATCC 8503 strain=ATCC 8503, ASM1284v1",85c74583c59734abc0e8f1a3e909b79d,0.6704119850187266,3214000,4,214231000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9038965193626617,0.9921902080521039,0.9480433637073828,0.9921902080521039,False,15105,189805,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
3188000,0.005720673919792132,0.6981389014979573,0.00551969666790483,0.014260706460052876,10.815994798439531,9.0,13.98387345688706,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000382445.1 Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain=DSM 17679, Bact_mass_DSM_17679_V1",61edb0d0d8fa658bb8f1cd38bd81ed44,0.7235587834770767,3076000,5,211155000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9037085191562748,0.9936755061528387,0.9486920126545568,0.9936755061528387,False,33270,223075,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis
4073000,0.007308753097651617,0.5393729493255559,0.005309747217272559,0.008823463855731543,6.956742142615749,4.0,15.47495729044226,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013009555.1 Bacteroides dorei strain=DSM 17855, ASM1300955v1",92c62d3d608447418f79f40c554d2f69,0.7424352898286548,2959000,6,208196000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9080600603960283,0.9941774180278931,0.9511187392119607,0.9941774180278931,False,20585,243660,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
2931000,0.005259502904300733,0.6371739130434783,0.005259502904300733,0.002774129612547707,2.2081200955305356,2.0,1.3958859889722117,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900548385.1 uncultured bacterium, UMGS1084",56cfbcfbf264631d99c6aea9cdc08268,0.6371739130434783,2931000,7,205265000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.90222039689955,0.9912014331646994,0.9467109150321247,0.9912014331646994,False,6472,250132,2332984,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp900548385
2881000,0.005169780916851045,0.6084679179397643,0.005002898020194625,0.015059683221145108,12.601865136298422,12.0,9.30609075134125,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147485.1 Bacteroides uniformis strain=ATCC 8492, ASM2514748v1",177d80c9d0f18e5195e47e20bdf54706,0.6287647315582715,2788000,8,202477000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9019160602077406,0.9909432590888924,0.9464296596483165,0.9909432590888924,False,35134,285266,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
2739000,0.0049149704724939305,0.6156439649359406,0.0049149704724939305,0.005558117843928634,4.734209565534867,3.0,8.835738949895106,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900537995.1 Roseburia intestinalis L1-82 strain=L1-82, Roseburia intestinalis strain L1-82",a0a31bbf8562bc7e5e4b2fd755c9aae9,0.6156439649359406,2739000,9,199738000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9010226411253628,0.9905335919880233,0.945778116556693,0.9905335919880233,False,12967,298233,2332984,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis
2732000,0.004902409394250974,0.6397666504618377,0.004722965419351597,0.009023208046004602,7.998100303951368,7.0,5.478924475883156,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025146565.1 Bacteroides eggerthii strain=DSM 20697, ASM2514656v1",45ad3ec1bc53e1675a4c17a92223f768,0.664073894020418,2632000,10,197106000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9009774330320662,0.9920054250301664,0.9464914290311164,0.9920054250301664,False,21051,319284,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii
2593000,0.00465298226914084,0.4781456953642384,0.004534549245707251,0.002920294352640224,2.69608231104076,2.0,21.306074006224556,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000381365.1 Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988 strain=DSM 18765, Bact_saly_DSM_18765_V1",86c1416b511bf39fc6191780dbee693a,0.4906338694418165,2527000,11,194579000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.9000554025603424,0.9861351111809886,0.9430952568706655,0.9861351111809886,False,6813,326097,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae
2516000,0.00451481040846832,0.6719891745602166,0.004455593896751525,0.008677299115639027,8.153040676600886,7.0,11.230959535648681,/tmp/nxf.XXXXaVaZIA/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025145845.1 Alistipes shahii WAL 8301 strain=WAL 8301, ASM2514584v1",ce3fdcea4344bf5e1303cba1f2181070,0.6809201623815968,2483000,12,192096000,SRR6915166_2.fastq.gz,SRR6915166,73edef33,557277000,51,DNA,1000,557277,True,0.8995235534635553,0.9924928262339489,0.946008189848752,0.9924928262339489,False,20244,346341,2332984,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii
