intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
1782000,0.10786924939467313,0.5817825661116552,0.10786924939467313,0.20462210639276407,2.996071829405163,2.0,2.1387048986594324,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_006542685.1 Alistipes dispar strain=5CPEGH6, Adis_1.0",e5d6acf97598006b3a0050a856d0ec6e,0.5817825661116552,1782000,0,6373000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9572760841193424,0.989435446196703,0.9733557651580227,0.989435446196703,False,5339,5339,26092,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar
1135000,0.0687046004842615,0.20696571845368344,0.0687046004842615,0.06484746282385405,1.490748898678414,1.0,1.4869929042535976,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020297485.1 Enterocloster clostridioformis strain=FDAARGOS_1529, ASM2029748v1",dd34132a65d34f2b7d61732ca67b1c02,0.20696571845368344,1135000,1,5238000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9488461513220665,0.969585793301582,0.9592159723118243,0.969585793301582,False,1692,7031,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis
983000,0.05950363196125908,0.2845053983075576,0.059019370460048425,0.06661045531197302,1.7825641025641026,1.0,1.2361659459356018,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001517625.2 Clostridium sp. AT4 strain=AT5, Clostridium bouchedurhonense",cc83538e580742ca11ee9ed5266d8f53,0.2868398015757222,975000,2,4263000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9461749386128657,0.9758104814855781,0.9609927100492219,0.9758104814855781,False,1738,8769,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625
786000,0.04757869249394673,0.262,0.04757869249394673,0.04200521232561705,1.3944020356234097,1.0,0.7023546085334471,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_018847375.1 Akkermansia muciniphila strain=Akk1573, ASM1884737v1",a0187232545fc87ef446a1156ce94909,0.262,786000,3,3477000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9420347247926759,0.9740789156664776,0.9580568202295767,0.9740789156664776,False,1096,9865,26092,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B
553000,0.03347457627118644,0.16666666666666666,0.03341404358353511,0.025755020695998773,1.2173913043478262,1.0,0.5034537302226594,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001406815.1 Roseburia faecis strain=M72, M72",a0f3a6070b93943510064cfd96143d45,0.16696859903381642,552000,4,2925000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9355625843123125,0.9655117094810096,0.950537146896661,0.9655117094810096,False,672,10537,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
606000,0.036682808716707024,0.0736280487804878,0.02923728813559322,0.02468189483366549,1.3333333333333333,1.0,1.0547470660594127,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002234575.2 Enterocloster bolteae strain=ATCC BAA-613, ASM223457v2",b5edd45c572fe04753d4848d8e14e842,0.0923780487804878,483000,5,2442000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9372430042940876,0.9543705623088333,0.9458067833014605,0.9543705623088333,False,644,11181,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae
403000,0.02439467312348668,0.08377308707124011,0.023062953995157384,0.0195845469875824,1.3412073490813647,1.0,1.074206103260426,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148125.1 Blautia wexlerae DSM 19850 strain=DSM 19850, ASM2514812v1",7f2073ec6218c72ec98b02ac15cb9880,0.0886103781882146,381000,6,2061000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9297760036462087,0.9535916574070572,0.941683830526633,0.9535916574070572,False,511,11692,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
213000,0.012893462469733656,0.05722729715206878,0.012893462469733656,0.009313199448106699,1.1408450704225352,1.0,1.0654070788212644,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000239295.1 Flavonifractor plautii ATCC 29863 strain=ATCC 29863, ASM23929v1",1ed22d796c79d0337723a67a4b313636,0.05722729715206878,213000,7,1848000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9182235408640519,0.9454515520335957,0.9318375464488238,0.9454515520335957,False,243,11935,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii
199000,0.012046004842615012,0.040858870127162814,0.011864406779661017,0.007856814349225817,1.0459183673469388,1.0,0.20930807649761235,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000466485.1 [Clostridium] symbiosum ATCC 14940 strain=ATCC 14940, ASM46648v1",b4c4f74940c0804547cf8948c2c84da3,0.04148426099645612,196000,8,1652000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9170002862597334,0.9395062502707925,0.9282532682652629,0.9395062502707925,False,205,12140,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum
194000,0.011743341404358353,0.04948216340621404,0.010411622276029056,0.007588532883642495,1.1511627906976745,1.0,0.44506184206987526,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_008121495.1 [Ruminococcus] gnavus ATCC 29149 strain=JCM6515, ASM812149v1",c0af2b4fd1a1fb3c5fc7e5a29e4fe5d1,0.05581127733026467,172000,9,1480000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9165428592162993,0.9449871888253482,0.9307650240208237,0.9449871888253482,False,198,12338,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus
173000,0.010472154963680388,0.04810413129598189,0.010290556900726392,0.007243599570749655,1.111764705882353,1.0,0.4261763690983519,/tmp/nxf.XXXXmodrtW/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_005121165.3 Dysosmobacter welbionis strain=J115, ASM512116v3",09a34dca3e142e3d9e58ce200e89b31c,0.04895302773061686,170000,10,1310000,ERR1293249.fastq.gz,ERR1293249,5e83c0fb,16520000,51,DNA,1000,16520,True,0.9144862452368798,0.9425608631499904,0.9285235541934351,0.9425608631499904,False,189,12527,26092,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis
