intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
981000,0.05983531564501372,0.2529002320185615,0.05983531564501372,0.0945700691617207,1.9653414882772682,2.0,1.3167243863791127,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025145285.1 Alistipes onderdonkii strain=DSM 19147, ASM2514528v1",2de6e539bf1bbcefae850f4a041e233c,0.2529002320185615,981000,0,6212000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9462780716841044,0.9734039900482091,0.9598410308661567,0.9734039900482091,False,1928,1928,20387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii
717000,0.04373284537968893,0.2546164772727273,0.04373284537968893,0.0524353754843773,1.4909344490934449,1.0,1.4334084540914913,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900544295.1 uncultured Clostridiales bacterium, UMGS658",e2d7220049ba5951ceac0426a574bc97,0.2546164772727273,717000,1,5495000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9404791486751543,0.9735330859329532,0.9570061173040537,0.9735330859329532,False,1069,2997,20387,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha intestinigallinarum
316000,0.019274168953949376,0.10713067212555442,0.01915218054284843,0.018295972923922106,1.1878980891719746,1.0,0.4916954054898095,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900540045.1 uncultured Clostridiales bacterium, UMGS196",7bc77947d1cb003f738578d43dfafc13,0.10781303309450699,314000,2,5181000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9254907272569999,0.9572662995299032,0.9413785133934516,0.9572662995299032,False,373,3370,20387,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma merdipullorum
287000,0.017505336992985666,0.06296621325142607,0.017505336992985666,0.01520576838181194,1.0801393728222997,1.0,0.3398954257353923,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002222615.2 Bacteroides caccae strain=ATCC 43185, ASM222261v2",d7e7663bc3ede65000c2f57952616ae4,0.06296621325142607,287000,3,4894000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9237455563962049,0.9472248645757078,0.9354852104859563,0.9472248645757078,False,310,3680,20387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae
297000,0.018115279048490394,0.11314741035856574,0.017322354376334247,0.016873497817236474,1.2112676056338028,1.0,0.5351185983524752,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000154465.1 Alistipes putredinis DSM 17216 strain=DSM 17216, ASM15446v1",2f08d0845365d89ec7bf59fbef01de57,0.11832669322709163,284000,4,4610000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9243661218901007,0.9590144512180266,0.9416902865540637,0.9590144512180266,False,344,4024,20387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis
274000,0.016712412320829522,0.05374015748031496,0.016651418115279048,0.01417570020110855,1.0586080586080586,1.0,0.2499983227948946,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",63b92dc09e7b5ffbd878d8e5fce5cfec,0.05393700787401575,273000,5,4337000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9229063417083321,0.9443544611693755,0.9336304014388538,0.9443544611693755,False,289,4313,20387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
262000,0.01598048185422385,0.09360485887817077,0.01598048185422385,0.016579192622749792,1.2900763358778626,1.0,0.6766390856195797,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_018228685.1 Clostridiaceae bacterium Marseille-Q4149 strain=Marseille-Q4149, ASM1822868v1",1bba9d7c75b903b81673df1b6344def2,0.09360485887817077,262000,6,4075000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9220962842658016,0.9546174751269415,0.9383568796963715,0.9546174751269415,False,338,4651,20387,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp001916855
252000,0.015370539798719121,0.1407035175879397,0.015370539798719121,0.013783293275126306,1.1150793650793651,1.0,0.3761896390051632,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000016525.1 Methanobrevibacter smithii ATCC 35061 strain=ATCC 35061; PS; DSMZ 861, ASM1652v1",84d0a8ee2bacb5298bd9d78cb01c1a0c,0.1407035175879397,252000,7,3823000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9213929494873462,0.9622769813622974,0.9418349654248218,0.9622769813622974,False,281,4932,20387,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii
222000,0.01354071363220494,0.04535996670828132,0.013296736810003049,0.011428851719232844,1.0688073394495412,1.0,0.2706422018348624,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012845.1 Parabacteroides distasonis ATCC 8503 strain=ATCC 8503, ASM1284v1",85c74583c59734abc0e8f1a3e909b79d,0.046192259675405745,218000,8,3605000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9191058294934114,0.9414886363612436,0.9302972329273275,0.9414886363612436,False,233,5165,20387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
205000,0.012503812137846905,0.04124836316019206,0.01152790484903934,0.010447834404277236,1.126984126984127,1.0,0.41755385517352084,/tmp/nxf.XXXXQIFDyM/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147485.1 Bacteroides uniformis strain=ATCC 8492, ASM2514748v1",177d80c9d0f18e5195e47e20bdf54706,0.0447402880838062,189000,9,3416000,ERR1293208.fastq.gz,ERR1293208,3dd3684b,16395000,51,DNA,1000,16395,True,0.9176712096272173,0.9408992302991959,0.9292852199632066,0.9408992302991959,False,213,5378,20387,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
