intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
690000,0.0212897253933971,0.23875432525951557,0.0212897253933971,0.02281618113075595,1.5130434782608695,1.0,0.8025165208427691,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000437595.1 Faecalibacterium sp. CAG:74, MGS74",4d3dcfd86dd11d49ff70c883ae03f40b,0.23875432525951557,690000,0,12208000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9272973544974126,0.9723059997763497,0.9498016771368811,0.9723059997763497,False,1044,1044,45757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595
594000,0.018327676643011416,0.16440631054525326,0.018327676643011416,0.03251961448521538,2.505050505050505,2.0,2.236250487588652,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002265625.1 Prevotella sp. 885 strain=885, ASM226562v1",6f27695917a933cec0a9bc03e9acdf60,0.16440631054525326,594000,1,11614000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9245774194054749,0.9652189785737008,0.9448981989895878,0.9652189785737008,False,1488,2532,45757,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625
568000,0.017525455106448627,0.18927024325224925,0.017525455106448627,0.019734685403326267,1.5897887323943662,1.0,0.8674683647353966,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003324185.1 Faecalibacterium prausnitzii strain=ATCC 27768, ASM332418v1",a294186b3cb8cdd319bb9d5fdcde1f5a,0.18927024325224925,568000,2,11046000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9237663607588649,0.967888085745526,0.9458272232521954,0.967888085745526,False,903,3435,45757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
509000,0.01570502931194076,0.1810099573257468,0.01570502931194076,0.01879493847935835,1.6895874263261297,1.0,1.0865807777431735,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900539625.1 uncultured Prevotella sp., UMGS156",024e7f90d7d6c01a9526f3a6821af502,0.1810099573257468,509000,3,10537000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9217819736343461,0.9670415766528465,0.9444117751435963,0.9670415766528465,False,860,4295,45757,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900539625
507000,0.01564331996297439,0.16365531619179985,0.014532551681579759,0.01254452870599034,1.2186836518046709,1.0,0.49299893382855414,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020687245.1 Faecalibacterium longum CLA-AA-H243 strain=CLA-AA-H243, ASM2068724v1",e1ff3e2f54ab82a776eb959bb6aa8673,0.17616400277970812,471000,4,10066000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9217108181930886,0.966527159281083,0.9441189887370858,0.966527159281083,False,574,4869,45757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum
415000,0.012804689910521444,0.12936279218699967,0.012465288491206417,0.014008785541010118,1.5866336633663367,1.0,1.0073588417711439,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_019052365.1 Prevotella stercorea strain=MSK.21.24, ASM1905236v1",af8f6b99c815af8e81a4051dabab00c0,0.13288504642971502,404000,5,9662000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9180991589047037,0.9611988822580838,0.9396490205813938,0.9611988822580838,False,641,5510,45757,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975
396000,0.012218451095340943,0.14915117219078416,0.01138537488429497,0.009921979150731036,1.2303523035230353,1.0,0.5138199947387594,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900539945.1 uncultured Faecalibacterium sp., UMGS183",3bb5b6dd2b10e5252389d662c26718aa,0.16006467259498788,369000,6,9293000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9172558977242864,0.9647125999228495,0.940984248823568,0.9647125999228495,False,454,5964,45757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945
369000,0.01138537488429497,0.1849624060150376,0.01138537488429497,0.10018139301090544,12.422764227642276,1.0,210.94361522521405,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900543625.1 uncultured Clostridiales bacterium, UMGS596",230628a283f5731e4baeb5b079cd6331,0.1849624060150376,369000,7,8924000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9159866907534314,0.967451244401891,0.9417189675776612,0.967451244401891,False,4584,10548,45757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625
285000,0.008793582227707498,0.09484250605745932,0.008454180808392471,0.006709355945538387,1.1204379562043796,1.0,0.34717602891858323,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020709055.1 Ruminococcus callidus strain=MSK.21.81, ASM2070905v1",3d36fa1fd7c6961f5ace5e67bf2b8252,0.09865005192107996,274000,8,8650000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9113590824879503,0.9556006093330448,0.9334798459104976,0.9556006093330448,False,307,10855,45757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175
272000,0.008392471459426103,0.11605995717344754,0.008361616784942918,0.006818628843674192,1.151291512915129,1.0,0.4243381996004443,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003447235.1 Prevotella sp., ASM344723v1",1bb968b75cb22f8ce2a80f83dafcfb5e,0.11648822269807281,271000,9,8379000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9105251755069901,0.958720037416323,0.9346226064616565,0.958720037416323,False,312,11167,45757,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235
271000,0.008361616784942918,0.08403361344537816,0.008330762110459735,0.0070371746399458006,1.1925925925925926,1.0,0.5374328043619868,/tmp/nxf.XXXXLxMHfU/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001404675.1 Coprococcus eutactus strain=2789STDY5834963, 14207_7#86",6309e330103cdd129eb9c6193ed4268b,0.0843448490507314,270000,10,8109000,ERR2726638.fastq.gz,ERR2726638,93b9730e,32410000,51,DNA,1000,32410,True,0.9104594192995484,0.9526696391584125,0.9315645292289805,0.9526696391584125,False,322,11489,45757,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
