intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
1739000,0.11016788089958822,0.5677440417890957,0.11016788089958822,0.2133088792312906,3.076480736055204,2.0,2.2023600784053907,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_006542685.1 Alistipes dispar strain=5CPEGH6, Adis_1.0",e5d6acf97598006b3a0050a856d0ec6e,0.5677440417890957,1739000,0,6050000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9576719442804522,0.9889616764660787,0.9733168103732655,0.9889616764660787,False,5350,5350,25081,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar
1123000,0.07114349065568577,0.20477753464624363,0.07114349065568577,0.06463059686615366,1.4434550311665182,1.0,1.6936209988344064,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_020297485.1 Enterocloster clostridioformis strain=FDAARGOS_1529, ASM2029748v1",dd34132a65d34f2b7d61732ca67b1c02,0.20477753464624363,1123000,1,4927000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9494953593573835,0.9693837417429304,0.959439550550157,0.9693837417429304,False,1621,6971,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis
952000,0.06031042128603104,0.2754595856434199,0.05980361102312322,0.06690323352338423,1.777542372881356,1.0,1.1686602763099625,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001517625.2 Clostridium sp. AT4 strain=AT5, Clostridium bouchedurhonense",cc83538e580742ca11ee9ed5266d8f53,0.27779398891158447,944000,2,3983000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9464248278495203,0.9751975573084387,0.9608111925789795,0.9751975573084387,False,1678,8649,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625
793000,0.05023756731073804,0.2643333333333333,0.05023756731073804,0.04393764203979108,1.389659520807062,1.0,0.7213158846063177,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_018847375.1 Akkermansia muciniphila strain=Akk1573, ASM1884737v1",a0187232545fc87ef446a1156ce94909,0.2643333333333333,793000,3,3190000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9430396925267752,0.9742482755200715,0.9586439840234233,0.9742482755200715,False,1102,9751,25081,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B
454000,0.028761482420019007,0.13707729468599034,0.028761482420019007,0.02224791674973087,1.2290748898678414,1.0,0.5271822935218533,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001406815.1 Roseburia faecis strain=M72, M72",a0f3a6070b93943510064cfd96143d45,0.13707729468599034,454000,4,2736000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9327829798425877,0.9617844593159589,0.9472837195792734,0.9617844593159589,False,558,10309,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
562000,0.03560342096927463,0.06890243902439025,0.02863477985429205,0.023842749491647063,1.323008849557522,1.0,1.0399548024179357,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002234575.2 Enterocloster bolteae strain=ATCC BAA-613, ASM223457v2",b5edd45c572fe04753d4848d8e14e842,0.08567073170731708,452000,5,2284000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9366942991146054,0.9529610419634738,0.9448276705390396,0.9529610419634738,False,598,10907,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae
365000,0.023123218245169466,0.07453825857519789,0.021476084890719036,0.017862126709461346,1.3215339233038348,1.0,1.1130133992995328,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148125.1 Blautia wexlerae DSM 19850 strain=DSM 19850, ASM2514812v1",7f2073ec6218c72ec98b02ac15cb9880,0.08025505716798592,339000,6,1945000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9288006598327142,0.9517416315119367,0.9402711456723254,0.9517416315119367,False,448,11355,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
252000,0.015964523281596452,0.0677055346587856,0.015964523281596452,0.011084087556317531,1.1031746031746033,1.0,0.46852292517922045,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000239295.1 Flavonifractor plautii ATCC 29863 strain=ATCC 29863, ASM23929v1",1ed22d796c79d0337723a67a4b313636,0.0677055346587856,252000,7,1693000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9220782198901573,0.9485736626313487,0.935325941260753,0.9485736626313487,False,278,11633,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii
224000,0.014190687361419069,0.045653533458411506,0.01387393094710168,0.009170288266018102,1.0502283105022832,1.0,0.256846778272607,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000466485.1 [Clostridium] symbiosum ATCC 14940 strain=ATCC 14940, ASM46648v1",b4c4f74940c0804547cf8948c2c84da3,0.046695851573900354,219000,8,1474000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9199511638494444,0.9416888270750619,0.9308199954622531,0.9416888270750619,False,230,11863,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum
184000,0.01165663604687995,0.05121675155631013,0.011466582198289516,0.007934292891033054,1.0994475138121547,1.0,0.3805342620491174,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_005121165.3 Dysosmobacter welbionis strain=J115, ASM512116v3",09a34dca3e142e3d9e58ce200e89b31c,0.0520656479909451,181000,9,1293000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9164096870309675,0.9437008338319773,0.9300552604314725,0.9437008338319773,False,199,12062,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis
181000,0.011466582198289516,0.045454545454545456,0.010009502692429522,0.007017264064431243,1.1139240506329113,1.0,0.5028360523048406,/tmp/nxf.XXXXg9lJlj/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_008121495.1 [Ruminococcus] gnavus ATCC 29149 strain=JCM6515, ASM812149v1",c0af2b4fd1a1fb3c5fc7e5a29e4fe5d1,0.052071346375143844,158000,10,1135000,ERR1293251.fastq.gz,ERR1293251,51ef04c1,15785000,51,DNA,1000,15785,True,0.9161143501593615,0.9437028589079137,0.9299086045336376,0.9437028589079137,False,176,12238,25081,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus
