intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
672000,0.029261920313520574,0.2746219861054352,0.029261920313520574,0.03875728155339806,1.4851190476190477,1.0,0.8727447044588685,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148445.1 Butyrivibrio crossotus strain=DSM 2876, ASM2514844v1",07840e8519e9862dc1ebd1e67b67e5b7,0.2746219861054352,672000,0,7579000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9330985323558545,0.9749779859773936,0.9540382591666241,0.9749779859773936,False,998,998,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus
474000,0.020640104506858263,0.207306338028169,0.020509470934030046,0.026757281553398057,1.4628450106157111,1.0,0.8658412544393567,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_023921805.1 Ruminococcus sp. FMBCY1 strain=FMBCY1, ASM2392180v1",7a52d4f8398040e086a9380334cecdba,0.20862676056338028,471000,1,7108000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9267340820143327,0.9697377764280907,0.9482359292212117,0.9697377764280907,False,689,1687,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955
421000,0.01833224472022643,0.07674079475027343,0.01833224472022643,0.018563106796116505,1.1353919239904988,1.0,0.41721466512981803,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013009555.1 Bacteroides dorei strain=DSM 17855, ASM1300955v1",92c62d3d608447418f79f40c554d2f69,0.07674079475027343,421000,2,6687000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9245819374038744,0.9509064001091496,0.937744168756512,0.9509064001091496,False,478,2165,25750,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
374000,0.016285652079251034,0.13031358885017422,0.016285652079251034,0.017009708737864077,1.1711229946524064,1.0,0.48244067641803356,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000433355.1 Alistipes sp. CAG:435, MGS435",c5602f286afdfb9c0d45a72ae91e685d,0.13031358885017422,374000,3,6313000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9224383620038112,0.9608306689936617,0.9416345154987364,0.9608306689936617,False,438,2603,25750,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355
340000,0.014805138253864576,0.10109204368174728,0.01410842586544742,0.01545631067961165,1.228395061728395,1.0,0.6011787942797575,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000020605.1 [Eubacterium] rectale ATCC 33656 strain=ATCC 33656, ASM2060v1",bb4d1c2199066ffc1226ec8433ce5698,0.1060842433697348,324000,4,5989000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9207160940480705,0.9569629312712142,0.9388395126596424,0.9569629312712142,False,398,3001,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
288000,0.012540822991508818,0.11154144074360961,0.012540822991508818,0.01433009708737864,1.28125,1.0,1.4242672945725072,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004000625.1 Candidatus Cibiobacter qucibialis, ASM400062v1",442a7b6ad44794daf4265d6e6158d0b9,0.11154144074360961,288000,5,5701000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9177243927972273,0.9579046454315944,0.9378145191144108,0.9579046454315944,False,369,3370,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
274000,0.011931199651643807,0.06537102473498234,0.011278031787502722,0.012310679611650485,1.223938223938224,1.0,0.7430802609247511,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003584705.1 Lachnospiraceae bacterium GAM79 strain=GAM79, ASM358470v1",70a12b75803f82aa8bff2c80aad9821b,0.06915699141847552,259000,6,5442000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9168281173161432,0.9489682625861703,0.9328981899511568,0.9489682625861703,False,317,3687,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565
253000,0.011016764641846288,0.0921539600296077,0.010842586544742,0.012271844660194174,1.2690763052208835,1.0,0.5910031209364548,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_023347535.1 Faecalibacterium sp. HTFF strain=HTFF, ASM2334753v1",b856be3bf596906f871150b46d2f180f,0.09363434492968171,249000,7,5193000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9153957744669925,0.9546233704875955,0.935009572477294,0.9546233704875955,False,316,4003,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539885
209000,0.009100805573699107,0.07871939736346516,0.009100805573699107,0.008932038834951457,1.1004784688995215,1.0,0.3309400280534083,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000431135.1 Clostridium sp. CAG:590, MGS590",31ee6da8a4aa97581e5327480a65140b,0.07871939736346516,209000,8,4984000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9119729513663504,0.9513811543045844,0.9316770528354674,0.9513811543045844,False,230,4233,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__CAG-590 sp000431135
202000,0.008795993903766602,0.0698961937716263,0.008795993903766602,0.00916504854368932,1.1683168316831682,1.0,0.3871527682379634,/tmp/nxf.XXXXCfGk8C/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000437595.1 Faecalibacterium sp. CAG:74, MGS74",4d3dcfd86dd11d49ff70c883ae03f40b,0.0698961937716263,202000,9,4782000,ERR480600.fastq.gz,ERR480600,8c92cc60,22965000,51,DNA,1000,22965,True,0.9113639826914253,0.9491661158722794,0.9302650492818523,0.9491661158722794,False,236,4469,25750,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595
