intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
699000,0.0237254768854796,0.24186851211072663,0.0237254768854796,0.03455729851313061,1.69241773962804,1.0,1.5274642671094398,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000437595.1 Faecalibacterium sp. CAG:74, MGS74",4d3dcfd86dd11d49ff70c883ae03f40b,0.24186851211072663,699000,0,9693000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9292690430038434,0.9725530949742178,0.9509110689890306,0.9725530949742178,False,1183,1183,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595
538000,0.018260810535605188,0.18745644599303135,0.018260810535605188,0.019484123506558,1.2397769516728625,1.0,0.6248699094860003,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000433355.1 Alistipes sp. CAG:435, MGS435",c5602f286afdfb9c0d45a72ae91e685d,0.18745644599303135,538000,1,9155000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9245111596831022,0.9677053558219171,0.9461082577525096,0.9677053558219171,False,667,1850,34233,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355
528000,0.01792139026542665,0.11609498680738786,0.01792139026542665,0.02147051091052493,1.3920454545454546,1.0,0.9922489291139717,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148125.1 Blautia wexlerae DSM 19850 strain=DSM 19850, ASM2514812v1",7f2073ec6218c72ec98b02ac15cb9880,0.11609498680738786,528000,2,8627000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9241711058855158,0.95865647323907,0.9414137895622929,0.95865647323907,False,735,2585,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
445000,0.01510420202294481,0.1360374414976599,0.01479872377978413,0.01621242660590658,1.2729357798165137,1.0,0.6679433074227288,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000020605.1 [Eubacterium] rectale ATCC 33656 strain=ATCC 33656, ASM2060v1",bb4d1c2199066ffc1226ec8433ce5698,0.13884555382215288,436000,3,8191000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9210772062389233,0.9620262036703092,0.9415517049546163,0.9620262036703092,False,555,3140,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
431000,0.014629013644694861,0.16692486444616575,0.014629013644694861,0.017176408728419947,1.3642691415313226,1.0,1.1457677035852762,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004000625.1 Candidatus Cibiobacter qucibialis, ASM400062v1",442a7b6ad44794daf4265d6e6158d0b9,0.16692486444616575,431000,4,7760000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9205000669165277,0.965506750032669,0.9430034084745984,0.965506750032669,False,588,3728,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis
370000,0.012558549996605797,0.06744440393729494,0.012558549996605797,0.01185990126486139,1.0972972972972972,1.0,0.32256278373698793,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013009555.1 Bacteroides dorei strain=DSM 17855, ASM1300955v1",92c62d3d608447418f79f40c554d2f69,0.06744440393729494,370000,5,7390000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9177498113417194,0.9485017910691418,0.9331258012054306,0.9485017910691418,False,406,4134,34233,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei
368000,0.01249066594257009,0.15502555366269166,0.012354897834498677,0.013671019192007711,1.2857142857142858,1.0,0.6208061806810098,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002834235.1 Ruminococcus bromii strain=5AMG, ASM283423v1",c788aae2c6f3cc3e1e9802e6b555f644,0.1567291311754685,364000,6,7026000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9176522818988825,0.9643143333856522,0.9409833076422673,0.9643143333856522,False,468,4602,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B
290000,0.009843187835177517,0.07341215287324718,0.009062521213766887,0.009990360178774867,1.2808988764044944,1.0,0.8782272411809461,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_015557635.1 Fusicatenibacter saccharivorans strain=D41t1_190614_C8, ASM1555763v1",d2fdc17cdae8aecf1aac02f627d3979a,0.07973604619191642,267000,7,6759000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9133762633062079,0.9516205623616222,0.9324984128339151,0.9516205623616222,False,342,4944,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans
237000,0.008044260403231281,0.09232567199065056,0.008044260403231281,0.007565799082756405,1.0928270042194093,1.0,0.33094804305700554,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000432135.1 Firmicutes bacterium CAG:124, MGS124",6b915c74416fbc7426b7dfb5b1f7e785,0.09232567199065056,237000,8,6522000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9097689289146403,0.954359949320561,0.9320644391176007,0.954359949320561,False,259,5203,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135
255000,0.008655216889552644,0.05988184747583244,0.007569072024981332,0.0072152601291151815,1.1076233183856503,1.0,0.37534462704648575,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001487165.1 Blautia massiliensis strain=GD9, Blautia massiliensis1",26a084514a434ed691fd39a9b849e9f4,0.06847475832438238,223000,9,6299000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.911075713258954,0.9487838090416566,0.9299297611503052,0.9487838090416566,False,247,5450,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis
207000,0.007025999592695676,0.06263194933145672,0.006041680809177924,0.008909531738381094,1.7134831460674158,1.0,1.3162502930619266,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_021029595.1 Oscillospiraceae bacterium MH27-2 strain=MH27-2, ASM2102959v1",9f80a4aa0c0cd140334b7bd48cda4f2a,0.07283603096410979,178000,10,6121000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.907357828519817,0.9499331949657709,0.9286455117427939,0.9499331949657709,False,305,5755,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055
169000,0.005736202566017243,0.0898936170212766,0.005736202566017243,0.00569625799666988,1.1538461538461537,1.0,0.4213250442347432,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000436335.1 Clostridium sp. CAG:217, MGS217",652326cbc9a7d4826b1c7880ac5dc725,0.0898936170212766,169000,11,5952000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9037565552151876,0.9538605324648038,0.9288085438399958,0.9538605324648038,False,195,5950,34233,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335
160000,0.005430724322856561,0.02479082739386427,0.005430724322856561,0.004907545350977128,1.05,1.0,0.21794494717703372,/tmp/nxf.XXXXPfI8C7/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001314995.1 Bacteroides ovatus strain=ATCC 8483, ASM131499v1",c28ea957513bf36bf9dc694cd077b880,0.02479082739386427,160000,12,5792000,ERR688467.fastq.gz,ERR688467,872bd970,29462000,51,DNA,1000,29462,True,0.9027873108782247,0.9300697303158737,0.9164285205970493,0.9300697303158737,False,168,6118,34233,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus
