intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
532000,0.04243100973041952,0.3356466876971609,0.04243100973041952,0.04239717719704488,1.4454887218045114,1.0,1.0772939966118626,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003019695.1 Fusobacterium gonidiaformans ATCC 25563 strain=ATCC 25563, ASM301969v1",eb25fabc2007164c48d9432681601085,0.3356466876971609,532000,0,2439000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9399220342355162,0.9788216705096339,0.959371852372575,0.9788216705096339,False,769,769,18138,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C;s__Fusobacterium_C gonidiaformans
341000,0.027197320146753867,0.0671259842519685,0.027197320146753867,0.021115889293196605,1.1231671554252198,1.0,0.3860734719256854,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",63b92dc09e7b5ffbd878d8e5fce5cfec,0.0671259842519685,341000,1,2098000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9317607962536498,0.948413781673314,0.9400872889634819,0.948413781673314,False,383,1152,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
277000,0.022092837773169564,0.060372219700408535,0.02121550486520976,0.01620906384386371,1.105263157894737,1.0,0.3416712110526846,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000382445.1 Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain=DSM 17679, Bact_mass_DSM_17679_V1",61edb0d0d8fa658bb8f1cd38bd81ed44,0.0628688152519292,266000,2,1832000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9279708694517579,0.9471961134475961,0.937583491449677,0.9471961134475961,False,294,1446,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis
227000,0.018104960918806826,0.09667802385008518,0.018104960918806826,0.015437203660822582,1.2334801762114538,1.0,0.4905519262405306,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002834235.1 Ruminococcus bromii strain=5AMG, ASM283423v1",c788aae2c6f3cc3e1e9802e6b555f644,0.09667802385008518,227000,3,1605000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.924355795439202,0.9552223292796568,0.9397890623594294,0.9552223292796568,False,280,1726,18138,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B
197000,0.015712234806189183,0.035603996366939145,0.01563247726910193,0.011688168486051384,1.0816326530612246,1.0,0.2738042421428314,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000613465.1 Bacteroides nordii WAL 11050 = JCM 12987 strain=JCM 12987, ASM61346v1",2622449679f676b2a7b48fe066bdf236,0.03578564940962761,196000,4,1409000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9217902642236891,0.936788069307321,0.929289166765505,0.936788069307321,False,212,1938,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii
183000,0.014595629286967619,0.028534991232265265,0.0142765991386186,0.010585511081706914,1.0726256983240223,1.0,0.2595211094823896,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000011065.1 Bacteroides thetaiotaomicron VPI-5482 strain=VPI-5482, ASM1106v1",36e5cf9f0e4c0a0411f3300c5364f87f,0.029172644667623145,179000,5,1230000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9204588317344082,0.9330426290051029,0.9267507303697555,0.9330426290051029,False,192,2130,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron
162000,0.012920721008135268,0.02632450331125828,0.012681448396873504,0.009207189326276326,1.050314465408805,1.0,0.2924359229575515,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000172175.1 Bacteroides intestinalis DSM 17393 strain=DSM 17393, ASM17217v1",88d0574f8547abcdfff80042523ef059,0.02682119205298013,159000,6,1071000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9182615651938947,0.9315064032675046,0.9248839842306996,0.9315064032675046,False,167,2297,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis
162000,0.012920721008135268,0.02463588472265262,0.012681448396873504,0.009482853677362443,1.0817610062893082,1.0,0.27400026302882974,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001314995.1 Bacteroides ovatus strain=ATCC 8483, ASM131499v1",c28ea957513bf36bf9dc694cd077b880,0.025100712736287573,159000,7,912000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9182615651938947,0.9302963031996161,0.9242789341967554,0.9302963031996161,False,172,2469,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus
86000,0.006859148189503908,0.03390522875816993,0.006619875578242144,0.004961958319550115,1.0843373493975903,1.0,0.31830951358127485,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000262545.1 Prevotella bivia DSM 20514 strain=DSM 20514, ASM26254v1",49a47293cc042ad7611e58377689d1e4,0.035130718954248366,83000,8,829000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9069303282990016,0.936448847648329,0.9216895879736653,0.936448847648329,False,90,2559,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia
82000,0.0065401180411548895,0.017459624618070713,0.006380602966980379,0.004520895357812328,1.025,1.0,0.15612494995995996,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147485.1 Bacteroides uniformis strain=ATCC 8492, ASM2514748v1",177d80c9d0f18e5195e47e20bdf54706,0.01789611523352248,80000,9,749000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9060837565600203,0.9241455316509022,0.9151146441054612,0.9241455316509022,False,82,2641,18138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis
79000,0.006300845429893125,0.0173702726473175,0.006300845429893125,0.0046862939684639985,1.0759493670886076,1.0,0.30902672444895457,/tmp/nxf.XXXXfuZUOL/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025148125.1 Blautia wexlerae DSM 19850 strain=DSM 19850, ASM2514812v1",7f2073ec6218c72ec98b02ac15cb9880,0.0173702726473175,79000,10,670000,ERR479027_2.fastq.gz,ERR479027,e8b5db27,12538000,51,DNA,1000,12538,True,0.9054218218876017,0.9236052749334995,0.9145135484105507,0.9236052749334995,False,85,2726,18138,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae
