intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
859000,0.05781397227083053,0.3323017408123791,0.05781397227083053,0.08748430305567183,1.7031431897555296,1.0,1.1041784926546288,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000020225.1 Akkermansia muciniphila ATCC BAA-835 strain=ATCC BAA-835, ASM2022v1",43f3b48e59443092850964d355a20ac0,0.3323017408123791,859000,0,4437000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9456406514968636,0.9786294628567656,0.9621350571768146,0.9786294628567656,False,1463,1463,16723,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
531000,0.03573832278906986,0.10452755905511811,0.03573832278906986,0.035759134126651916,1.1261770244821092,1.0,0.3796770839275083,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",63b92dc09e7b5ffbd878d8e5fce5cfec,0.10452755905511811,531000,1,3906000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9367637612938903,0.9566855879270711,0.9467246746104807,0.9566855879270711,False,598,2061,16723,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
429000,0.02887333423071746,0.2162298387096774,0.02887333423071746,0.03312802726783472,1.2913752913752914,1.0,0.572440260781312,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000435055.1 Clostridium sp. CAG:138, MGS138",d260972647a9dc349a6b0e9de9b99b64,0.2162298387096774,429000,2,3477000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9328539728554069,0.9704186398515058,0.9516363063534563,0.9704186398515058,False,554,2615,16723,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055
188000,0.012653116166375017,0.07102380052890064,0.012653116166375017,0.011959576630987264,1.0638297872340425,1.0,0.2444494743207672,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000434235.1 Alistipes sp. CAG:268, MGS268",681ede2914dbd0fd440c5298cddc77fa,0.07102380052890064,188000,3,3289000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9178848171188109,0.949464011761613,0.9336744144402119,0.949464011761613,False,200,2815,16723,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris
188000,0.012653116166375017,0.09842931937172775,0.012653116166375017,0.012796746995156372,1.1382978723404256,1.0,0.38869842354138534,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900544965.1 uncultured Clostridiales bacterium, UMGS726",042d1dbac018e6cb5849431e41f77c76,0.09842931937172775,188000,4,3101000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9178848171188109,0.9555586380647835,0.9367217275917972,0.9555586380647835,False,214,3029,16723,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UMGS946;s__UMGS946 sp900544965
153000,0.010297482837528604,0.0552546045503792,0.010297482837528604,0.00974705495425462,1.065359477124183,1.0,0.272322439947708,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_004553625.1 Clostridiales bacterium, ASM455362v1",dfb4685da091b4f40a60b6d4543993ad,0.0552546045503792,153000,5,2948000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9141846876186407,0.9448014656873407,0.9294930766529907,0.9448014656873407,False,163,3192,16723,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha merdavium
153000,0.010297482837528604,0.03141905950894715,0.01016287521873738,0.009448065538479938,1.0463576158940397,1.0,0.21025838233625882,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012845.1 Parabacteroides distasonis ATCC 8503 strain=ATCC 8503, ASM1284v1",85c74583c59734abc0e8f1a3e909b79d,0.031835205992509365,151000,6,2797000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9141846876186407,0.9346419038147148,0.9244132957166777,0.9346419038147148,False,158,3350,16723,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis
134000,0.00901871045901198,0.049758633494244336,0.00901871045901198,0.008371703641691083,1.044776119402985,1.0,0.20681203672464207,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002899715.1 Enteroscipio rubneri strain=ResAG-96, ASM289971v1",8469f7963296c04be9f3ea4d1f37fdb8,0.049758633494244336,134000,7,2663000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9118109282849451,0.9428625820180384,0.9273367551514917,0.9428625820180384,False,140,3490,16723,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio;s__Enteroscipio rubneri
131000,0.008816799030825145,0.037399309551208286,0.008749495221429532,0.008072714225916402,1.0384615384615385,1.0,0.1923076923076923,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000296465.1 Barnesiella intestinihominis YIT 11860 strain=YIT 11860, Barn_inte_YIT_11860_V1",d196529161357ff3df29b07d59ecfd62,0.03768699654775604,130000,8,2533000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9114062013164288,0.9377394499644405,0.9245728256404346,0.9377394499644405,False,135,3625,16723,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis
125000,0.008412976174451473,0.05292125317527519,0.008412976174451473,0.007833522693296657,1.048,1.0,0.24838679514016038,/tmp/nxf.XXXXw3C3lS/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000435635.1 Prevotella sp. CAG:1320, MGS1320",91b1d504e3fc5eadc429585719ccb03c,0.05292125317527519,125000,9,2408000,ERR480528.fastq.gz,ERR480528,249660fd,14858000,51,DNA,1000,14858,True,0.9105687433477224,0.9440024894833119,0.9272856164155172,0.9440024894833119,False,131,3756,16723,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella avicola
